"name","zipcode","addresse","LocName","latitude","longitude","iConf","iLvl"
"阿伎留神社【松原さま】","190-0164","東京都あきる野市五日市1081","東京都/あきる野市/五日市/１０８１番地","139.22256","35.72540","5","7"
"稲足神社","197-0801","東京都あきる野市菅生字下871番地","東京都/あきる野市/菅生","139.28683","35.75100","5","5"
"大戸里神社","190-0174","東京都あきる野市乙津294","東京都/あきる野市/乙津/２９４番地","139.18779","35.72969","5","7"
"高明神社","190-0174","東京都あきる野市乙津2123","東京都/あきる野市/乙津","139.17746","35.72725","5","5"
"小宮神社【明神さま】","197-0802","東京都あきる野市草花北小宮2981","東京都/あきる野市/草花","139.30542","35.74117","5","5"
"正一位岩走神社【明神さま】","190-0142","東京都あきる野市伊奈1575","東京都/あきる野市/伊奈/１５７５番地","139.24390","35.73079","5","7"
"二宮神社【みょうじんさま】","197-0814","東京都あきる野市二宮2252","東京都/あきる野市/二宮/２２５２番地","139.31393","35.72739","5","7"
"八幡神社","190-0174","東京都あきる野市乙津323","東京都/あきる野市/乙津","139.17746","35.72725","5","5"
"三島神社","190-0173","東京都あきる野市戸倉字城山414","東京都/あきる野市/戸倉","139.19019","35.71362","5","5"
"八雲神社【てんのうさま】","197-0823","東京都あきる野市野辺316","東京都/あきる野市/野辺/３１６番地","139.31206","35.72249","5","7"
"春日神社【春日さま】","190-0182","東京都西多摩郡日の出町平井3690","東京都/西多摩郡/日の出町/平井/３６９０番地","139.26860","35.74270","5","7"
"幸神神社","190-0181","東京都西多摩郡日の出町大久野2129","東京都/西多摩郡/日の出町/大久野/２１２９番地","139.22833","35.74455","5","7"
"白山神社【白山さま】","190-0181","東京都西多摩郡日の出町大久野2281","東京都/西多摩郡/日の出町/大久野","139.21674","35.76409","5","5"
"八幡神社","190-0182","東京都西多摩郡日の出町平井1811","東京都/西多摩郡/日の出町/平井/１８１１番地","139.26373","35.73894","5","7"
"三嶋神社","190-0181","東京都西多摩郡日の出町大久野8748","東京都/西多摩郡/日の出町/大久野/８７４８番地","139.24811","35.74770","5","7"
"伊勢社","190-0204","東京都西多摩郡檜原村3684","東京都/西多摩郡/檜原村","139.14885","35.72684","5","3"
"大嶽神社","190-0200","東京都西多摩郡檜原村8189","東京都/西多摩郡/檜原村","139.14885","35.72684","5","3"
"春日神社","190-0203","東京都西多摩郡檜原村3417","東京都/西多摩郡/檜原村","139.14885","35.72684","5","3"
"九頭龍神社","190-0221","東京都西多摩郡檜原村7076","東京都/西多摩郡/檜原村","139.14885","35.72684","5","3"
"今熊神社【今熊大権現】","192-0151","東京都八王子市上川町19","東京都/八王子市/上川町/１９番地","139.21336","35.71106","5","7"
"産千代稲荷神社","192-0054","東京都八王子市小門町82","東京都/八王子市/小門町/８２番地","139.32483","35.65852","5","7"
"子安神社","192-0046","東京都八王子市明神町4-10-3","東京都/八王子市/明神町/四丁目/１０番","139.34106","35.65905","5","7"
"住吉神社","192-0001","東京都八王子市戸吹町503","東京都/八王子市/戸吹町","139.28920","35.70714","5","5"
"住吉神社琴平神社合社【宮尾神社】","192-0156","東京都八王子市上恩方町2089","東京都/八王子市/上恩方町/２０８９番地","139.21362","35.67815","5","7"
"諏訪神社","193-0812","東京都八王子市諏訪町1","東京都/八王子市/諏訪町/１番地","139.28961","35.67748","5","7"
"諏訪神社","192-0375","東京都八王子市鑓水1070","東京都/八王子市/鑓水","139.35637","35.61122","5","5"
"多賀神社","192-0051","東京都八王子市元本郷町4-9-21","東京都/八王子市/元本郷町/四丁目/９番","139.31314","35.66394","5","7"
"天満社","192-0906","東京都八王子市北野町550-1","東京都/八王子市/北野町/５５０番地","139.35301","35.64682","5","7"
"八幡神社","193-0826","東京都八王子市元八王子町3-2284","東京都/八王子市/元八王子町/三丁目/２２８４番地","139.27591","35.65620","5","7"
"八幡八雲神社","192-0063","東京都八王子市元横山町2-15-27","東京都/八王子市/元横山町/二丁目/１５番","139.33543","35.66132","5","7"
"日枝神社","192-0045","東京都八王子市大和田町4-4-6","東京都/八王子市/大和田町/四丁目/４番","139.35515","35.66318","5","7"
"日枝神社","193-0822","東京都八王子市弐分方町2","東京都/八王子市/弐分方町/２番地","139.27618","35.68188","5","7"
"日吉八王子神社","193-0836","東京都八王子市日吉町8-20","東京都/八王子市/日吉町/８番","139.31183","35.66129","5","7"
"八坂神社【天王様】","191-0011","東京都日野市日野本町3-14-12","東京都/日野市/日野本町/三丁目/１４番","139.39600","35.67904","5","7"
"若宮神社","191-0052","東京都日野市東豊田2-32-5","東京都/日野市/東豊田/二丁目/３２番","139.38832","35.66319","5","7"
"春日神社","195-0062","東京都町田市大蔵町2822","東京都/町田市/大蔵町/２８２２番地","139.45941","35.58596","5","7"
"熊野神社","194-0004","東京都町田市鶴間580","東京都/町田市/鶴間","139.46777","35.51228","5","5"
"諏訪神社【相原のお諏訪様】","194-0211","東京都町田市相原町1743","東京都/町田市/相原町/１７４３番地","139.32784","35.60691","5","7"
"能ヶ谷神社","195-0053","東京都町田市能ヶ谷6-20-1","東京都/町田市/能ヶ谷/六丁目/２０番","139.48271","35.58805","5","7"
"八幡社【箭幹八幡宮】","194-0214","東京都町田市矢部町2666","東京都/町田市/矢部町/２６６６番地","139.40590","35.57969","5","7"
"町田天満宮","194-0013","東京都町田市原町田1-21-5","東京都/町田市/原町田/一丁目/２１番","139.45184","35.53809","5","7"
"母智丘神社","194-0013","東京都町田市原町田5-12-11","東京都/町田市/原町田/五丁目/１２番","139.45015","35.54706","5","7"
"小野神社","206-0002","東京都多摩市一ノ宮1-18-8","東京都/多摩市/一ノ宮/一丁目/１８番","139.44214","35.65300","5","7"
"白山神社","206-0021","東京都多摩市連光寺6-6-11","東京都/多摩市/連光寺/六丁目/６番","139.46735","35.63380","5","7"
"青渭神社","206-0802","東京都稲城市東長沼1054","東京都/稲城市/東長沼","139.50426","35.63477","5","5"
"穴澤天神社","206-0812","東京都稲城市矢野口3292","東京都/稲城市/矢野口/３２９２番地","139.51773","35.63091","5","7"
"石井神社","183-0013","東京都府中市小柳町","東京都/府中市/小柳町","139.50407","35.66517","5","5"
"稲荷神社【御殿稲荷】","183-0027","東京都府中市本町2-5-4","東京都/府中市/本町/二丁目/５番","139.47484","35.66759","5","7"
"稲荷神社","183-0032","東京都府中市本宿町","東京都/府中市/本宿町","139.45921","35.67049","5","5"
"稲荷神社【人見稲荷】","183-0005","東京都府中市若松町","東京都/府中市/若松町","139.50029","35.66880","5","5"
"稲荷神社","183-0026","東京都府中市南町","東京都/府中市/南町","139.47151","35.66000","5","5"
"上ノ島神社","183-0035","東京都府中市四谷","東京都/府中市/四谷","139.45119","35.65932","5","5"
"大國魂神社【武蔵総社・六社さま】","183-0023","東京都府中市宮町3-1","東京都/府中市/宮町/三丁目/１番","139.47940","35.66915","5","7"
"押立神社【手津久里稲荷】","183-0012","東京都府中市押立町4-31-15","東京都/府中市/押立町/四丁目/３１番","139.51688","35.65460","5","7"
"小野神社","183-0034","東京都府中市住吉町","東京都/府中市/住吉町","139.45972","35.66084","5","5"
"上染屋八幡神社","183-0011","東京都府中市白糸台","東京都/府中市/白糸台","139.50723","35.66837","5","5"
"熊野神社","183-0031","東京都府中市西府町2-9-5","東京都/府中市/西府町/二丁目/９番","139.45692","35.67488","5","7"
"神明社","183-0011","東京都府中市白糸台3-10-1","東京都/府中市/白糸台/三丁目/１０番","139.51544","35.66636","5","7"
"神明社【三社宮】","183-0035","東京都府中市四谷2-44-4","東京都/府中市/四谷/二丁目/４４番地","139.44566","35.66558","5","7"
"浅間神社","183-0045","東京都府中市美好町","東京都/府中市/美好町","139.47044","35.67286","5","5"
"八幡神社【是政八幡】","183-0014","東京都府中市是政","東京都/府中市/是政","139.49452","35.66242","5","5"
"八幡神社【常久八幡】","183-0005","東京都府中市若松町","東京都/府中市/若松町","139.50029","35.66880","5","5"
"八幡神社","183-0011","東京都府中市白糸台5-20-4","東京都/府中市/白糸台/五丁目/２０番","139.51297","35.66318","5","7"
"八幡神社","183-0026","東京都府中市南町4-29","東京都/府中市/南町/四丁目/２９番","139.46263","35.65802","5","7"
"日枝神社","183-0045","東京都府中市美好町","東京都/府中市/美好町","139.47044","35.67286","5","5"
"本村神社【天王様】","183-0012","東京都府中市押立町","東京都/府中市/押立町","139.50967","35.65944","5","5"
"間島神社","183-0034","東京都府中市住吉町","東京都/府中市/住吉町","139.45972","35.66084","5","5"
"御嶽神社","183-0034","東京都府中市住吉町","東京都/府中市/住吉町","139.45972","35.66084","5","5"
"三谷神社","183-0002","東京都府中市多磨町","東京都/府中市/多磨町","139.52051","35.67947","5","5"
"八雲神社","183-0033","東京都府中市分梅町","東京都/府中市/分梅町","139.46576","35.66755","5","5"
"市杵島神社【弁天さま】","184-0002","東京都小金井市梶野町","東京都/小金井市/梶野町","139.52985","35.70359","5","5"
"稲穂神社【山王稲穂神社】","184-0004","東京都小金井市本町5-41-36","東京都/小金井市/本町/五丁目/４１番","139.50093","35.70603","5","7"
"稲荷神社【笠森稲荷さま】","184-0011","東京都小金井市東町","東京都/小金井市/東町","139.52388","35.68948","5","5"
"稲荷神社","184-0005","東京都小金井市桜町","東京都/小金井市/桜町","139.51022","35.71011","5","5"
"稲荷神社","184-0002","東京都小金井市梶野町","東京都/小金井市/梶野町","139.52985","35.70359","5","5"
"上宮大澤神社","184-0014","東京都小金井市貫井南町2-1-24","東京都/小金井市/貫井南町/二丁目/１番","139.49883","35.69269","5","7"
"小金井神社【天神さま】","184-0012","東京都小金井市中町4-7-2","東京都/小金井市/中町/四丁目/７番","139.50851","35.69498","5","7"
"神明宮","184-0013","東京都小金井市前原町","東京都/小金井市/前原町","139.51155","35.68937","5","5"
"天神社【関野天神】","184-0011","東京都小金井市東町","東京都/小金井市/東町","139.52388","35.68948","5","5"
"貫井神社【貫井弁天】","184-0014","東京都小金井市貫井南町","東京都/小金井市/貫井南町","139.49568","35.69023","5","5"
"八幡神社","184-0001","東京都小金井市関野町","東京都/小金井市/関野町","139.52209","35.71584","5","5"
"八重垣稲荷神社","184-0012","東京都小金井市中町3-14-7","東京都/小金井市/中町/三丁目/１４番","139.51431","35.69858","5","7"
"愛宕神社","185-0001","東京都国分寺市北町2-13-5","東京都/国分寺市/北町/二丁目/１３番","139.45360","35.71707","5","7"
"稲荷神社","185-0034","東京都国分寺市光町3-17-2","東京都/国分寺市/光町/三丁目/１７番","139.44203","35.70663","5","7"
"熊野神社","185-0013","東京都国分寺市西恋ヶ窪1-27-17","東京都/国分寺市/西恋ケ窪/一丁目/２７番","139.46817","35.70362","5","7"
"神明社","185-0035","東京都国分寺市西町2-27-10","東京都/国分寺市/西町/二丁目/２７番","139.43648","35.70826","5","7"
"神明社","185-0001","東京都国分寺市北町1-13-5","東京都/国分寺市/北町/一丁目/１３番","139.45703","35.71714","5","7"
"戸倉神社","185-0003","東京都国分寺市戸倉4-34-7","東京都/国分寺市/戸倉/四丁目/３４番","139.45424","35.70970","5","7"
"内藤神社","185-0032","東京都国分寺市日吉町","東京都/国分寺市/日吉町","139.45909","35.70200","5","5"
"八幡神社","185-0011","東京都国分寺市本多","東京都/国分寺市/本多","139.48340","35.70433","5","5"
"八幡神社","185-0012","東京都国分寺市本町","東京都/国分寺市/本町","139.48592","35.70134","5","5"
"八幡神社","185-0023","東京都国分寺市西元町","東京都/国分寺市/西元町","139.47188","35.69466","5","5"
"平安神社","185-0022","東京都国分寺市東元町1-29-20","東京都/国分寺市/東元町/一丁目/２９番","139.48529","35.69578","5","7"
"稲荷神社","186-0013","東京都国立市青柳","東京都/国立市/青柳","139.42418","35.68533","5","5"
"神明宮","186-0011","東京都国立市谷保","東京都/国立市/谷保","139.44833","35.67724","5","5"
"白山神社","186-0011","東京都国立市谷保","東京都/国立市/谷保","139.44833","35.67724","5","5"
"谷保天満宮【谷保天神】","186-0011","東京都国立市谷保5208","東京都/国立市/谷保","139.44833","35.67724","5","5"
"阿豆佐味天神社","190-0031","東京都立川市砂川町4-1-1","東京都/立川市/砂川町/四丁目/１番","139.40308","35.72405","5","7"
"阿豆佐味天神社","190-0034","東京都立川市西砂町","東京都/立川市/西砂町","139.36986","35.72735","5","5"
"愛宕神社","190-0003","東京都立川市栄町","東京都/立川市/栄町","139.42978","35.70579","5","5"
"熊野神社","190-0011","東京都立川市高松町1-17-21","東京都/立川市/高松町/一丁目/１７番","139.41808","35.70881","5","7"
"神明社","190-0034","東京都立川市西砂町","東京都/立川市/西砂町","139.36986","35.72735","5","5"
"諏訪神社【おすわさま】","190-0023","東京都立川市柴崎町1-5-15","東京都/立川市/柴崎町/一丁目/５番","139.40594","35.69520","5","7"
"第六天神社","190-0022","東京都立川市錦町5-9-21","東京都/立川市/錦町/五丁目/９番","139.41382","35.68930","5","7"
"稲荷社","196-0014","東京都昭島市田中町","東京都/昭島市/田中町","139.36308","35.71521","5","5"
"稲荷神社","196-0032","東京都昭島市郷地町","東京都/昭島市/郷地町","139.38770","35.69748","5","5"
"稲荷神社","196-0024","東京都昭島市宮沢町","東京都/昭島市/宮沢町","139.36490","35.70655","5","5"
"稲荷神社【稲荷さま】","196-0014","東京都昭島市田中町2-10-13","東京都/昭島市/田中町/二丁目/１０番","139.35474","35.70243","5","7"
"熊野神社","196-0022","東京都昭島市中神町","東京都/昭島市/中神町","139.36964","35.70331","5","5"
"駒形神社","196-0013","東京都昭島市大神町","東京都/昭島市/大神町","139.37239","35.71601","5","5"
"十二神社","196-0034","東京都昭島市玉川町","東京都/昭島市/玉川町","139.38303","35.70588","5","5"
"神明神社【神明さま】","196-0002","東京都昭島市拝島町1-19-11","東京都/昭島市/拝島町/一丁目/１９番","139.34344","35.70767","5","7"
"諏訪神社","196-0024","東京都昭島市宮沢町","東京都/昭島市/宮沢町","139.36490","35.70655","5","5"
"拝島天神社【天神さま】","196-0002","東京都昭島市拝島町2-14-7","東京都/昭島市/拝島町/二丁目/１４番","139.33891","35.71012","5","7"
"日枝神社","196-0022","東京都昭島市中神町","東京都/昭島市/中神町","139.36964","35.70331","5","5"
"日枝神社【山王社】","196-0011","東京都昭島市上川原町2-18-5","東京都/昭島市/上川原町/二丁目/１８番","139.35789","35.71049","5","7"
"日吉神社【山王社】","196-0002","東京都昭島市拝島町1-10-19","東京都/昭島市/拝島町/一丁目/１０番","139.34618","35.70589","5","7"
"福島神社","196-0031","東京都昭島市福島町","東京都/昭島市/福島町","139.38206","35.69810","5","5"
"熊野神社","208-0004","東京都武蔵村山市本町","東京都/武蔵村山市/本町","139.38556","35.75345","5","5"
"十二所神社","208-0032","東京都武蔵村山市三ツ木5-12-6","東京都/武蔵村山市/三ツ木/五丁目/１２番","139.37978","35.75999","5","7"
"神明社【お伊勢の森】","208-0003","東京都武蔵村山市中央2-125-1","東京都/武蔵村山市/中央/二丁目/１２５番地","139.39392","35.75039","5","7"
"須賀神社","208-0031","東京都武蔵村山市岸2-24-3","東京都/武蔵村山市/岸/二丁目/２４番","139.36752","35.76523","5","7"
"七所神社","208-0004","東京都武蔵村山市本町","東京都/武蔵村山市/本町","139.38556","35.75345","5","5"
"日吉神社","208-0003","東京都武蔵村山市中央","東京都/武蔵村山市/中央","139.39044","35.75263","5","5"
"八坂神社","208-0001","東京都武蔵村山市中藤","東京都/武蔵村山市/中藤","139.39861","35.75602","5","5"
"嚴島神社","207-0032","東京都東大和市蔵敷","東京都/東大和市/蔵敷","139.41888","35.75586","5","5"
"熊野神社","207-0032","東京都東大和市蔵敷","東京都/東大和市/蔵敷","139.41888","35.75586","5","5"
"小平神明宮【しんめいさま】","187-0032","東京都小平市小川町1-2573","東京都/小平市/小川町/一丁目/２５７３番地","139.44925","35.73227","5","7"
"狭山神社","207-0003","東京都東大和市狭山2-1326","東京都/東大和市/狭山/二丁目/１３２６番地","139.43785","35.75618","5","7"
"清水神社","207-0004","東京都東大和市清水3-786","東京都/東大和市/清水/三丁目","139.44296","35.75281","5","6"
"高木神社","207-0005","東京都東大和市高木2-104","東京都/東大和市/高木/二丁目/１０４番地","139.43323","35.75206","5","7"
"豊鹿嶋神社【かしまさま】","207-0033","東京都東大和市芋窪1-2067","東京都/東大和市/芋窪/一丁目/２０６７番地","139.41335","35.75732","5","7"
"八幡神社【八幡さま】","207-0031","東京都東大和市奈良橋1-256","東京都/東大和市/奈良橋/一丁目/２５６番地","139.42224","35.75642","5","7"
"日枝神社","187-0032","東京都小平市小川町1-303","東京都/小平市/小川町/一丁目","139.45003","35.72923","5","6"
"稲荷神社","187-0001","東京都小平市大沼町","東京都/小平市/大沼町","139.49431","35.73604","5","5"
"稲荷神社","187-0022","東京都小平市上水本町","東京都/小平市/上水本町","139.46255","35.71918","5","5"
"稲荷神社","187-0011","東京都小平市鈴木町","東京都/小平市/鈴木町","139.49699","35.72249","5","5"
"稲荷神社","187-0021","東京都小平市上水南町","東京都/小平市/上水南町","139.48274","35.71371","5","5"
"熊野宮【一本榎神社】","187-0042","東京都小平市仲町361","東京都/小平市/仲町/３６１番地","139.48988","35.72856","5","7"
"小平神明宮【しんめいさま】","187-0032","東京都小平市小川町1-2573","東京都/小平市/小川町/一丁目/２５７３番地","139.44925","35.73227","5","7"
"日枝神社","187-0032","東京都小平市小川町1-303","東京都/小平市/小川町/一丁目","139.45003","35.72923","5","6"
"氷川神社","187-0013","東京都小平市回田町","東京都/小平市/回田町","139.49533","35.71737","5","5"
"武蔵野神社","187-0002","東京都小平市花小金井","東京都/小平市/花小金井","139.51447","35.72772","5","5"
"秋津神社","189-0001","東京都東村山市秋津町","東京都/東村山市/秋津町","139.49368","35.77306","5","5"
"稲荷神社","189-0011","東京都東村山市恩多町3-33-1","東京都/東村山市/恩多町/三丁目/３３番","139.48145","35.75175","5","7"
"金山神社","189-0025","東京都東村山市廻田町","東京都/東村山市/廻田町","139.45383","35.75583","5","5"
"熊野神社","189-0003","東京都東村山市久米川町","東京都/東村山市/久米川町","139.48251","35.76836","5","5"
"猿田彦神社","189-0022","東京都東村山市野口町1-8-17","東京都/東村山市/野口町/一丁目/８番","139.46465","35.76302","5","7"
"諏訪神社","189-0021","東京都東村山市諏訪町1-4-3","東京都/東村山市/諏訪町/一丁目/４番","139.46552","35.76519","5","7"
"野際神社","189-0003","東京都東村山市久米川町","東京都/東村山市/久米川町","139.48251","35.76836","5","5"
"萩山八幡神社","189-0012","東京都東村山市萩山町2-21-6","東京都/東村山市/萩山町/二丁目/２１番","139.48210","35.74120","5","7"
"白山神社","189-0003","東京都東村山市久米川町","東京都/東村山市/久米川町","139.48251","35.76836","5","5"
"氷川神社","189-0001","東京都東村山市秋津町4-13-1","東京都/東村山市/秋津町/四丁目/１３番","139.48396","35.77809","5","7"
"氷川神社","189-0026","東京都東村山市多摩湖町","東京都/東村山市/多摩湖町","139.45006","35.76312","5","5"
"八坂神社【武蔵野牛頭天王】","189-0013","東京都東村山市栄町3-35-1","東京都/東村山市/栄町/三丁目/３５番","139.46599","35.75025","5","7"
"伊勢神社","204-0012","東京都清瀬市下清戸","東京都/清瀬市/下清戸","139.53732","35.78047","5","5"
"稲荷神社","204-0013","東京都清瀬市上清戸","東京都/清瀬市/上清戸","139.52336","35.77516","5","5"
"稲荷神社","204-0013","東京都清瀬市上清戸","東京都/清瀬市/上清戸","139.52336","35.77516","5","5"
"稲荷神社","204-0021","東京都清瀬市元町","東京都/清瀬市/元町","139.51872","35.77368","5","5"
"稲荷神社","204-0012","東京都清瀬市中清戸","東京都/清瀬市/中清戸","139.52773","35.77663","5","5"
"稲荷神社","204-0012","東京都清瀬市中清戸","東京都/清瀬市/中清戸","139.52773","35.77663","5","5"
"稲荷神社","204-0001","東京都清瀬市下宿","東京都/清瀬市/下宿","139.53258","35.79450","5","5"
"稲荷神社","204-0002","東京都清瀬市旭が丘","東京都/清瀬市/旭が丘","139.53490","35.79183","5","5"
"浅間神社","204-0023","東京都清瀬市竹丘","東京都/清瀬市/竹丘","139.51077","35.76718","5","5"
"白山神社","204-0001","東京都清瀬市下宿","東京都/清瀬市/下宿","139.53258","35.79450","5","5"
"八幡神社","204-0001","東京都清瀬市下宿","東京都/清瀬市/下宿","139.53258","35.79450","5","5"
"八幡神社","204-0004","東京都清瀬市野塩","東京都/清瀬市/野塩","139.50153","35.77854","5","5"
"日枝神社  水天宮","204-0012","東京都清瀬市中清戸2-616","東京都/清瀬市/中清戸/二丁目/６１６番地","139.52631","35.77999","5","7"
"氷川神社","204-0003","東京都清瀬市中里","東京都/清瀬市/中里","139.51283","35.77921","5","5"
"八雲神社","204-0011","東京都清瀬市下清戸","東京都/清瀬市/下清戸","139.53732","35.78047","5","5"
"厳島神社","203-0003","東京都東久留米市金山町","東京都/東久留米市/金山町","139.53732","35.76777","5","5"
"神明社","203-0054","東京都東久留米市中央町","東京都/東久留米市/中央町","139.52588","35.75655","5","5"
"神明社","203-0031","東京都東久留米市南町","東京都/東久留米市/南町","139.52798","35.74050","5","5"
"浅間神社","203-0012","東京都東久留米市浅間町","東京都/東久留米市/浅間町","139.53905","35.75708","5","5"
"天神社","203-0044","東京都東久留米市柳窪","東京都/東久留米市/柳窪","139.49594","35.74911","5","5"
"子ノ神社","203-0051","東京都東久留米市小山","東京都/東久留米市/小山","139.52818","35.76489","5","5"
"八幡神社","203-0042","東京都東久留米市八幡町","東京都/東久留米市/八幡町","139.51208","35.75779","5","5"
"氷川神社","203-0023","東京都東久留米市南沢3-5-8","東京都/東久留米市/南沢/三丁目/５番","139.52682","35.75323","5","7"
"氷川神社","203-0043","東京都東久留米市下里","東京都/東久留米市/下里","139.50816","35.75640","5","5"
"氷川神社","203-0004","東京都東久留米市氷川台","東京都/東久留米市/氷川台","139.53200","35.76571","5","5"
"氷川神社","203-0002","東京都東久留米市神宝町","東京都/東久留米市/神宝町","139.54388","35.76534","5","5"
"阿波洲神社","202-0023","東京都西東京市新町2-7-24","東京都/西東京市/新町/二丁目/７番","139.54225","35.71563","5","7"
"尉殿神社","202-0005","東京都西東京市住吉町1-21-1","東京都/西東京市/住吉町/一丁目/２１番","139.55019","35.74376","5","7"
"田無神社","188-0011","東京都西東京市田無町3-7-4","東京都/西東京市/田無町/三丁目/７番","139.54399","35.72970","5","7"
"天神社","202-0003","東京都西東京市北町6-7-19","東京都/西東京市/北町/六丁目/７番","139.56097","35.75396","5","7"
"東伏見稲荷神社","202-0021","東京都西東京市東伏見1-5-38","東京都/西東京市/東伏見/一丁目/５番","139.55719","35.72654","5","7"
"氷川神社","202-0021","東京都西東京市東伏見2-6-13","東京都/西東京市/東伏見/二丁目/６番","139.56320","35.72758","5","7"
"稲荷神社","180-0012","東京都武蔵野市緑町1-6-5","東京都/武蔵野市/緑町/一丁目/６番","139.56076","35.71455","5","7"
"杵築神社【杵築大社】","180-0023","東京都武蔵野市境南町2-10-11","東京都/武蔵野市/境南町/二丁目/１０番","139.54556","35.70053","5","7"
"八幡神社","180-0011","東京都武蔵野市八幡町1-1-3","東京都/武蔵野市/八幡町/一丁目/１番","139.55766","35.71418","5","7"
"武蔵野八幡宮","180-0002","東京都武蔵野市吉祥寺東町1-1-23","東京都/武蔵野市/吉祥寺東町/一丁目/１番","139.58023","35.70771","5","7"
"八幡大神社","181-0013","東京都三鷹市下連雀4-18-23","東京都/三鷹市/下連雀/四丁目/１８番","139.55997","35.69400","5","7"
"勝淵神社","181-0004","東京都三鷹市新川3-20-17","東京都/三鷹市/新川/三丁目/２０番","139.57024","35.67788","5","7"
"神明社","181-0002","東京都三鷹市牟礼2-6-12","東京都/三鷹市/牟礼/二丁目/６番","139.58383","35.68793","5","7"
"神明社","181-0012","東京都三鷹市上連雀7-26-24","東京都/三鷹市/上連雀/七丁目/２６番","139.55217","35.69391","5","7"
"天神社","181-0004","東京都三鷹市新川","東京都/三鷹市/新川","139.57620","35.66921","5","5"
"中嶋神社","181-0005","東京都三鷹市中原3-4-4","東京都/三鷹市/中原/三丁目/４番","139.56984","35.66993","5","7"
"八幡社","181-0015","東京都三鷹市大沢3-7-15","東京都/三鷹市/大沢/三丁目/７番","139.53517","35.68245","5","7"
"八幡社","181-0014","東京都三鷹市野崎1-23-1","東京都/三鷹市/野崎/一丁目/２３番","139.54921","35.68225","5","7"
"八幡神社","181-0011","東京都三鷹市井口1-9-3","東京都/三鷹市/井口/一丁目/９番","139.54968","35.69124","5","7"
"榛名神社","181-0013","東京都三鷹市下連雀1-9-7","東京都/三鷹市/下連雀/一丁目/９番","139.56966","35.69143","5","7"
"古八幡社","181-0015","東京都三鷹市大沢5-1-16","東京都/三鷹市/大沢/五丁目/１番","139.53670","35.67204","5","7"
"御嶽神社","181-0016","東京都三鷹市深大寺1-14-1","東京都/三鷹市/深大寺/一丁目/１４番","139.53830","35.69085","5","7"
"青渭神社","182-0017","東京都調布市深大寺元町5-17-10","東京都/調布市/深大寺元町/五丁目/１７番","139.55283","35.66755","5","7"
"池ノ上神社","182-0013","東京都調布市深大寺南町","東京都/調布市/深大寺南町","139.55511","35.66221","5","5"
"嚴嶋神社","182-0006","東京都調布市西つつじヶ丘1-15-8","東京都/調布市/西つつじケ丘/一丁目/１５番","139.56754","35.66098","5","7"
"稲荷神社","182-0026","東京都調布市小島町1-8-9","東京都/調布市/小島町/一丁目/８番","139.54346","35.65498","5","7"
"稲荷神社","182-0003","東京都調布市若葉町3-12-6","東京都/調布市/若葉町/三丁目/１２番","139.58395","35.65267","5","7"
"稲荷神社","182-0014","東京都調布市柴崎","東京都/調布市/柴崎","139.56297","35.65701","5","5"
"稲荷神社","182-0017","東京都調布市深大寺元町","東京都/調布市/深大寺元町","139.54485","35.66384","5","5"
"糟嶺神社","182-0004","東京都調布市入間町2-19-3","東京都/調布市/入間町/二丁目/１９番","139.58275","35.64993","5","7"
"國領神社","182-0022","東京都調布市国領町1-7-1","東京都/調布市/国領町/一丁目/７番","139.55276","35.65288","5","7"
"虎狛神社","182-0016","東京都調布市佐須町1-14-3","東京都/調布市/佐須町/一丁目/１４番","139.55032","35.66148","5","7"
"神明社","182-0017","東京都調布市深大寺元町","東京都/調布市/深大寺元町","139.54485","35.66384","5","5"
"諏訪神社","182-0012","東京都調布市深大寺東町","東京都/調布市/深大寺東町","139.55756","35.67020","5","5"
"八幡神社【上石原若宮八幡】","182-0034","東京都調布市下石原3-5-2","東京都/調布市/下石原/三丁目/５番","139.52867","35.65292","5","7"
"八幡神社【下石原八幡】","182-0033","東京都調布市富士見町2-1-11","東京都/調布市/富士見町/二丁目/１番","139.53804","35.65775","5","7"
"八幡神社","182-0001","東京都調布市緑ヶ丘2-5-5","東京都/調布市/緑ケ丘/二丁目/５番","139.58252","35.66740","5","7"
"布多天神社【五宿天神】","182-0021","東京都調布市調布ヶ丘1-8-1","東京都/調布市/調布ケ丘/一丁目/８番","139.54544","35.65699","5","7"
"道生神社","182-0036","東京都調布市飛田給3-39-20","東京都/調布市/飛田給/三丁目/３９番","139.52206","35.65491","5","7"
"八劔神社","182-0007","東京都調布市菊野台","東京都/調布市/菊野台","139.56699","35.65554","5","5"
"伊豆美神社","201-0012","東京都狛江市中和泉3-21-8","東京都/狛江市/中和泉/三丁目/２１番","139.56889","35.63566","5","7"
"菅原神社【白幡菅原神社】","201-0015","東京都狛江市猪方2-4-4","東京都/狛江市/猪方/二丁目/４番","139.58209","35.62763","5","7"
"子之神社【子之三島神社】","201-0001","東京都狛江市西野川1-17-8","東京都/狛江市/西野川/一丁目/１７番","139.57822","35.64795","5","7"
"八幡神社【岩戸八幡神社】","201-0005","東京都狛江市岩戸南2-8-2","東京都/狛江市/岩戸南/二丁目/８番","139.58846","35.63001","5","7"
"八幡神社【小足立八幡神社】","201-0001","東京都狛江市西野川2-33-1","東京都/狛江市/西野川/二丁目/３３番","139.57428","35.64754","5","7"
