"name","zipcode","addresse","LocName","latitude","longitude","iConf","iLvl"
"大鳥神社【目黒のお酉様】","153-0064","東京都目黒区下目黒3-1-2","東京都/目黒区/下目黒/三丁目/１番","139.70831","35.63203","5","7"
"熊野神社","152-0035","東京都目黒区自由が丘1-24-12","東京都/目黒区/自由が丘/一丁目/２４番","139.66862","35.60991","5","7"
"中目黒八幡神社","153-0061","東京都目黒区中目黒3-10-5","東京都/目黒区/中目黒/三丁目/１０番","139.70021","35.63964","5","7"
"氷川神社","153-0044","東京都目黒区大橋2-16-21","東京都/目黒区/大橋/二丁目/１６番","139.68700","35.65339","5","7"
"氷川神社","152-0023","東京都目黒区八雲2-4-16","東京都/目黒区/八雲/二丁目/４番","139.67096","35.61865","5","7"
"碑文谷八幡宮","152-0003","東京都目黒区碑文谷3-7-3","東京都/目黒区/碑文谷/三丁目/７番","139.68613","35.61749","5","7"
"穴守稲荷神社【あなもりさん】","144-0043","東京都大田区羽田5-2-7","東京都/大田区/羽田/五丁目/２番","139.74965","35.55002","5","7"
"磐井神社","143-0016","東京都大田区大森北2-20-8","東京都/大田区/大森北/二丁目/２０番","139.73576","35.58501","5","7"
"大森神社【寄來さま】","143-0016","東京都大田区大森北6-32-12","東京都/大田区/大森北/六丁目/３２番","139.73589","35.58065","5","7"
"御嶽神社【嶺の御嶽さん】","145-0073","東京都大田区北嶺町37-20","東京都/大田区/北嶺町/３７番","139.68106","35.58624","5","7"
"貴舩神社","143-0012","東京都大田区大森東3-9-19","東京都/大田区/大森東/三丁目/９番","139.73769","35.56976","5","7"
"熊野神社","143-0023","東京都大田区山王3-43-11","東京都/大田区/山王/三丁目/４３番","139.72136","35.58438","5","7"
"浅間神社【せんげんさま】","143-0015","東京都大田区大森西2-2-7","東京都/大田区/大森西/二丁目/２番","139.72833","35.57801","5","7"
"浅間神社【多摩川浅間神社】","145-0071","東京都大田区田園調布1-55-12","東京都/大田区/田園調布/一丁目/５５番","139.66924","35.58701","5","7"
"千束八幡神社【洗足池八幡宮】","145-0063","東京都大田区南千束2-23-10","東京都/大田区/南千束/二丁目/２３番","139.68909","35.60223","5","7"
"徳持神社【はちまん様】","146-0082","東京都大田区池上3-38-17","東京都/大田区/池上/三丁目/３８番","139.69940","35.57299","5","7"
"新田神社","146-0093","東京都大田区矢口1-21-23","東京都/大田区/矢口/一丁目/２１番","139.69136","35.56624","5","7"
"八幡神社【子安八幡】","146-0081","東京都大田区仲池上1-14-22","東京都/大田区/仲池上/一丁目/１４番","139.69853","35.58814","5","7"
"八幡神社【馬込八幡】","143-0025","東京都大田区南馬込5-2-11","東京都/大田区/南馬込/五丁目/２番","139.70987","35.59107","5","7"
"八幡神社【子安八幡神社】","144-0032","東京都大田区北糀谷1-22-10","東京都/大田区/北糀谷/一丁目/２２番","139.73572","35.56146","5","7"
"八幡神社【雪ヶ谷八幡神社】","145-0065","東京都大田区東雪谷2-25-1","東京都/大田区/東雪谷/二丁目/２５番","139.68625","35.59648","5","7"
"羽田神社","144-0044","東京都大田区本羽田3-9-12","東京都/大田区/本羽田/三丁目/９番","139.74057","35.54732","5","7"
"田神社","144-0052","東京都大田区蒲田3-2-10","東京都/大田区/蒲田/三丁目/２番","139.72241","35.56447","5","7"
"六郷神社","144-0046","東京都大田区東六郷3-10-18","東京都/大田区/東六郷/三丁目/１０番","139.71332","35.54415","5","7"
"稲荷神社【池尻稲荷神社】","154-0001","東京都世田谷区池尻2-34-15","東京都/世田谷区/池尻/二丁目/３４番","139.68161","35.64858","5","7"
"稲荷神社【大原稲荷】","156-0041","東京都世田谷区大原2-29-21","東京都/世田谷区/大原/二丁目/２９番","139.65738","35.67115","5","7"
"宇佐神社","158-0086","東京都世田谷区尾山台2-11-3","東京都/世田谷区/尾山台/二丁目/１１番","139.65503","35.60053","5","7"
"奥澤神社","158-0083","東京都世田谷区奥沢5-22-1","東京都/世田谷区/奥沢/五丁目/２２番","139.67085","35.60532","5","7"
"北澤八幡神社【北澤八幡宮】","155-0032","東京都世田谷区代沢3-25-3","東京都/世田谷区/代沢/三丁目/２５番","139.66954","35.65610","5","7"
"駒繋神社【子の明神】","154-0002","東京都世田谷区下馬4-27-26","東京都/世田谷区/下馬/四丁目/２７番","139.67998","35.63811","5","7"
"松陰神社","154-0023","東京都世田谷区若林4-35-1","東京都/世田谷区/若林/四丁目/３５番","139.65596","35.64688","5","7"
"菅原神社【菅原天神】","156-0043","東京都世田谷区松原3-20-16","東京都/世田谷区/松原/三丁目/２０番","139.64639","35.66485","5","7"
"世田谷八幡宮【宮の坂八幡様】","156-0051","東京都世田谷区宮坂1-26-3","東京都/世田谷区/宮坂/一丁目/２６番","139.64429","35.64873","5","7"
"瀬田玉川神社【おみたけさん】","158-0095","東京都世田谷区瀬田4-11-31","東京都/世田谷区/瀬田/四丁目/１１番","139.62671","35.62009","5","7"
"玉川神社【おくまんさま】","158-0082","東京都世田谷区等々力3-27-7","東京都/世田谷区/等々力/三丁目/２７番","139.65082","35.61037","5","7"
"天祖神社【伊勢宮】","156-0052","東京都世田谷区経堂4-33-2","東京都/世田谷区/経堂/四丁目/３３番","139.62822","35.64981","5","7"
"八幡神社【勝利八幡神社】","156-0045","東京都世田谷区桜上水3-21-6","東京都/世田谷区/桜上水/三丁目/２１番","139.63042","35.66263","5","7"
"八幡神社【太子堂八幡神社】","154-0004","東京都世田谷区太子堂5-23-4","東京都/世田谷区/太子堂/五丁目/２３番","139.66516","35.64752","5","7"
"東玉川神社","158-0084","東京都世田谷区東玉川1-32-9","東京都/世田谷区/東玉川/一丁目/３２番","139.67575","35.59698","5","7"
"氷川神社","157-0067","東京都世田谷区喜多見4-26-1","東京都/世田谷区/喜多見/四丁目/２６番","139.59364","35.62871","5","7"
"久富稲荷神社【久富稲荷】","154-0014","東京都世田谷区新町2-17-1","東京都/世田谷区/新町/二丁目/１７番","139.64865","35.62941","5","7"
"深沢神社","158-0081","東京都世田谷区深沢5-11-1","東京都/世田谷区/深沢/五丁目/１１番","139.65155","35.62011","5","7"
"六所神社","156-0044","東京都世田谷区赤堤2-25-2","東京都/世田谷区/赤堤/二丁目/２５番","139.64337","35.65841","5","7"
"六所神社","157-0064","東京都世田谷区給田1-3-7","東京都/世田谷区/給田/一丁目/３番","139.59210","35.66254","5","7"
"稲荷神社【飛木稲荷】","131-0045","東京都墨田区押上2-39-6","東京都/墨田区/押上/二丁目/３９番","139.81561","35.71410","5","7"
"稲荷神社【隅田稲荷神社】","131-0031","東京都墨田区墨田4-38-13","東京都/墨田区/墨田/四丁目/３８番","139.82440","35.73170","5","7"
"牛嶋神社【うしのごぜん社】","131-0033","東京都墨田区向島1-4-5","東京都/墨田区/向島/一丁目/４番","139.80476","35.71291","5","7"
"香取神社","131-0044","東京都墨田区文花2-5-8","東京都/墨田区/文花/二丁目/５番","139.82594","35.70864","5","7"
"五柱稲荷神社","130-0021","東京都墨田区緑4-11-6","東京都/墨田区/緑/四丁目/１１番","139.80765","35.69440","5","7"
"白鬚神社","131-0032","東京都墨田区東向島3-5-2","東京都/墨田区/東向島/三丁目/５番","139.81300","35.72529","5","7"
"白髭神社","131-0043","東京都墨田区立花6-19-17","東京都/墨田区/立花/六丁目/１９番","139.83707","35.71108","5","7"
"隅田川神社【水神さま】","131-0034","東京都墨田区堤通2-17-1","東京都/墨田区/堤通/二丁目/１７番","139.81383","35.73398","5","7"
"高木神社【第六天】","131-0045","東京都墨田区押上2-37-9","東京都/墨田区/押上/二丁目/３７番","139.81526","35.71488","5","7"
"野見宿禰神社【すくねさん】","130-0014","東京都墨田区亀沢2-8-10","東京都/墨田区/亀沢/二丁目/８番","139.80110","35.69681","5","7"
"初音森神社","130-0025","東京都墨田区千歳2-4-8","東京都/墨田区/千歳/二丁目/４番","139.79384","35.69048","5","7"
"三囲神社【みめぐり】","131-0033","東京都墨田区向島2-5-17","東京都/墨田区/向島/二丁目/５番","139.80673","35.71499","5","7"
"三輪里稲荷神社【こんにゃくいなり】","131-0041","東京都墨田区八広3-6-13","東京都/墨田区/八広/三丁目/６番","139.82619","35.72050","5","7"
"愛宕神社【愛宕さま】","136-0072","東京都江東区大島2-15-4","東京都/江東区/大島/二丁目/１５番","139.82346","35.69022","5","7"
"宇迦八幡宮","135-0013","東京都江東区千田12-8","東京都/江東区/千田/１２番","139.81483","35.68205","5","7"
"大島稲荷神社【大島神社】","136-0072","東京都江東区大島5-39-26","東京都/江東区/大島/五丁目/３９番","139.83672","35.68644","5","7"
"香取神社","136-0071","東京都江東区亀戸3-57-22","東京都/江東区/亀戸/三丁目/５７番","139.82518","35.70406","5","7"
"亀戸天神社【亀戸の天神様】","136-0071","東京都江東区亀戸3-6-1","東京都/江東区/亀戸/三丁目/６番","139.82045","35.70364","5","7"
"猿江神社【猿江いなり】","135-0003","東京都江東区猿江2-2-17","東京都/江東区/猿江/二丁目/２番","139.81432","35.68583","5","7"
"志演尊空神社【ごまの稲荷】","136-0073","東京都江東区北砂2-1-37","東京都/江東区/北砂/二丁目/１番","139.82628","35.67802","5","7"
"洲﨑神社【洲﨑弁天】","135-0042","東京都江東区木場6-13-13","東京都/江東区/木場/六丁目/１３番","139.80730","35.66834","5","7"
"亀戸浅間神社【お富士様】","136-0071","東京都江東区亀戸9-15-7","東京都/江東区/亀戸/九丁目/１５番","139.84451","35.69573","5","7"
"天祖神社【神明さま】","136-0071","東京都江東区亀戸3-38-35","東京都/江東区/亀戸/三丁目/３８番","139.82106","35.70642","5","7"
"富賀岡八幡宮【元八幡宮】","136-0076","東京都江東区南砂7-14-18","東京都/江東区/南砂/七丁目/１４番","139.83766","35.66920","5","7"
"東大島神社","136-0072","東京都江東区大島7-24-1","東京都/江東区/大島/七丁目/２４番","139.84097","35.69081","5","7"
"深川神明宮","135-0004","東京都江東区森下1-3-17","東京都/江東区/森下/一丁目/３番","139.79739","35.68645","5","7"
"正木稲荷神社","135-0006","東京都江東区常盤1-1-2","東京都/江東区/常盤/一丁目/１番","139.79391","35.68381","5","7"
"綾瀬稲荷神社【五兵衛さま】","120-0005","東京都足立区綾瀬4-9-9","東京都/足立区/綾瀬/四丁目/９番","139.82224","35.76227","5","7"
"稲荷神社","120-0022","東京都足立区柳原2-38-1","東京都/足立区/柳原/二丁目/３８番","139.81282","35.74793","5","7"
"稲荷神社","120-0037","東京都足立区千住河原町10-13","東京都/足立区/千住河原町/１０番","139.79787","35.74371","5","7"
"稲荷神社","123-0851","東京都足立区梅田5-9-5","東京都/足立区/梅田/五丁目/９番","139.79279","35.76792","5","7"
"稲荷神社【西之宮】","120-0015","東京都足立区足立3-28-13","東京都/足立区/足立/三丁目/２８番","139.81139","35.76420","5","7"
"梅田神明宮【しんめいさま】","123-0851","東京都足立区梅田6-19-4","東京都/足立区/梅田/六丁目/１９番","139.79543","35.76696","5","7"
"大鷲神社【花畑おとりさま】","121-0061","東京都足立区花畑7-16-8","東京都/足立区/花畑/七丁目/１６番","139.82037","35.80860","5","7"
"千住神社","120-0043","東京都足立区千住宮元町24-1","東京都/足立区/千住宮元町/２４番","139.79631","35.74725","5","7"
"千住本氷川神社","120-0034","東京都足立区千住3-22","東京都/足立区/千住/三丁目/２２番地","139.80209","35.75248","5","7"
"氷川神社","120-0036","東京都足立区千住仲町48-2","東京都/足立区/千住仲町/４８番","139.80225","35.74413","5","7"
"氷川神社","121-0812","東京都足立区西保木間1-11-4","東京都/足立区/西保木間/一丁目/１１番","139.79932","35.79594","5","7"
"氷川神社【下沼田ひかわさま】","123-0872","東京都足立区江北2-43-8","東京都/足立区/江北/二丁目/４３番","139.76167","35.77024","5","7"
"鷲神社【わしだいみょうじん・おとりさま】","120-0815","東京都足立区島根4-25-1","東京都/足立区/島根/四丁目/２５番","139.79655","35.78518","5","7"
"於玉稲荷神社","124-0024","東京都葛飾区新小岩4-21-6","東京都/葛飾区/新小岩/四丁目/２１番","139.86581","35.71817","5","7"
"葛西神社","125-0041","東京都葛飾区東金町6-10-5","東京都/葛飾区/東金町/六丁目/１０番","139.87852","35.77127","5","7"
"香取神社【三社明神】","125-0061","東京都葛飾区亀有3-42-24","東京都/葛飾区/亀有/三丁目/４２番","139.85045","35.76605","5","7"
"熊野神社","124-0012","東京都葛飾区立石8-44-31","東京都/葛飾区/立石/八丁目/４４番","139.85797","35.74020","5","7"
"白髭神社【客人大権現】","124-0014","東京都葛飾区東四つ木4-36-18","東京都/葛飾区/東四つ木/四丁目/３６番","139.84018","35.73296","5","7"
"天祖神社","124-0023","東京都葛飾区東新小岩8-6-20","東京都/葛飾区/東新小岩/八丁目/６番","139.85017","35.72642","5","7"
"天祖神社","124-0006","東京都葛飾区堀切3-11-2","東京都/葛飾区/堀切/三丁目/１１番","139.82887","35.74703","5","7"
"天祖神社","125-0054","東京都葛飾区高砂2-13-13","東京都/葛飾区/高砂/二丁目/１３番","139.86528","35.75006","5","7"
"半田稲荷神社","125-0041","東京都葛飾区東金町4-28-22","東京都/葛飾区/東金町/四丁目/２８番","139.87784","35.77586","5","7"
"日枝神社【山王様】","125-0051","東京都葛飾区新宿2-1-17","東京都/葛飾区/新宿/二丁目/１番","139.85712","35.75952","5","7"
"氷川神社","124-0006","東京都葛飾区堀切5-38-10","東京都/葛飾区/堀切/五丁目/３８番","139.83034","35.74960","5","7"
"稲荷神社","134-0081","東京都江戸川区北葛西4-24-16","東京都/江戸川区/北葛西/四丁目/２４番","139.86543","35.67022","5","7"
"香取神社【ままい神社】","132-0021","東京都江戸川区中央4-5-23","東京都/江戸川区/中央/四丁目/５番","139.86682","35.71163","5","7"
"香取神社","134-0084","東京都江戸川区東葛西2-34-20","東京都/江戸川区/東葛西/二丁目/３４番","139.88057","35.66831","5","7"
"小岩神社","133-0052","東京都江戸川区東小岩6-15-15","東京都/江戸川区/東小岩/六丁目/１５番","139.88869","35.73521","5","7"
"諏訪神社","132-0035","東京都江戸川区平井6-17-36","東京都/江戸川区/平井/六丁目/１７番","139.83821","35.70814","5","7"
"浅間神社【浅間さま】","133-0054","東京都江戸川区上篠崎1-22-31","東京都/江戸川区/上篠崎/一丁目/２２番","139.90207","35.71491","5","7"
"天祖神社","134-0084","東京都江戸川区東葛西7-17","東京都/江戸川区/東葛西/七丁目/１７番","139.87762","35.65878","5","7"
"赤城神社【赤城さん】","162-0817","東京都新宿区赤城元町1-10","東京都/新宿区/赤城元町/１番","139.73659","35.70452","5","7"
"穴八幡宮","162-0051","東京都新宿区西早稲田2-1-11","東京都/新宿区/西早稲田/二丁目/１番","139.71750","35.70699","5","7"
"稲荷鬼王神社","160-0021","東京都新宿区歌舞伎町2-17-5","東京都/新宿区/歌舞伎町/二丁目/１７番","139.70523","35.69786","5","7"
"皆中稲荷神社","169-0073","東京都新宿区百人町1-11-16","東京都/新宿区/百人町/一丁目/１１番","139.69948","35.70059","5","7"
"神楽坂若宮八幡神社","162-0827","東京都新宿区若宮町18","東京都/新宿区/若宮町/１８番地","139.74013","35.69997","5","7"
"熊野神社【十二社熊野神社】","160-0023","東京都新宿区西新宿2-11-2","東京都/新宿区/西新宿/二丁目/１１番","139.68770","35.69110","5","7"
"御霊神社","161-0035","東京都新宿区中井2-29-16","東京都/新宿区/中井/二丁目/２９番","139.68015","35.71651","5","7"
"御霊神社","161-0031","東京都新宿区西落合2-17-17","東京都/新宿区/西落合/二丁目/１７番","139.67610","35.72189","5","7"
"須賀神社【天王様】","160-0018","東京都新宿区須賀町5","東京都/新宿区/須賀町/５番地","139.72220","35.68574","5","7"
"諏訪神社【おすわ様】","169-0075","東京都新宿区高田馬場1-12-6","東京都/新宿区/高田馬場/一丁目/１２番","139.70746","35.70893","5","7"
"月見岡八幡神社","161-0034","東京都新宿区上落合1-26-19","東京都/新宿区/上落合/一丁目/２６番","139.69090","35.71284","5","7"
"成子天神社【天神さま】","160-0023","東京都新宿区西新宿8-14-10","東京都/新宿区/西新宿/八丁目/１４番","139.69202","35.69578","5","7"
"西向天神社","160-0022","東京都新宿区新宿6-21-1","東京都/新宿区/新宿/六丁目/２１番","139.71121","35.69661","5","7"
"八幡神社【筑土八幡神社】","162-0815","東京都新宿区筑土八幡町2-1","東京都/新宿区/筑土八幡町/２番","139.74054","35.70391","5","7"
"花園神社","160-0022","東京都新宿区新宿5-17-3","東京都/新宿区/新宿/五丁目/１７番","139.70567","35.69276","5","7"
"氷川神社","161-0033","東京都新宿区下落合2-7-12","東京都/新宿区/下落合/二丁目/７番","139.69916","35.71672","5","7"
"水稲荷神社","169-0051","東京都新宿区西早稲田3-5-43","東京都/新宿区/西早稲田/三丁目/５番","139.71565","35.71180","5","7"
"鎧神社","169-0074","東京都新宿区北新宿3-16-18","東京都/新宿区/北新宿/三丁目/１６番","139.69150","35.70478","5","7"
"稲荷神社【子安稲荷】","170-0012","東京都豊島区上池袋2-38-4","東京都/豊島区/上池袋/二丁目/３８番","139.71863","35.73629","5","7"
"大鳥神社【雑司が谷のお酉様】","171-0032","東京都豊島区雑司が谷3-20-14","東京都/豊島区/雑司が谷/三丁目/２０番","139.71561","35.72198","5","7"
"菅原神社【子安天満宮】","170-0004","東京都豊島区北大塚1-7-3","東京都/豊島区/北大塚/一丁目/７番","139.73386","35.73167","5","7"
"染井稲荷神社","170-0003","東京都豊島区駒込6-11-5","東京都/豊島区/駒込/六丁目/１１番","139.74249","35.73885","5","7"
"大國神社","170-0003","東京都豊島区駒込3-2-11","東京都/豊島区/駒込/三丁目/２番","139.74628","35.73664","5","7"
"天祖神社","170-0005","東京都豊島区南大塚3-49-1","東京都/豊島区/南大塚/三丁目/４９番","139.72781","35.73046","5","7"
"長崎神社","171-0051","東京都豊島区長崎1-9-4","東京都/豊島区/長崎/一丁目/９番","139.69556","35.72727","5","7"
"氷川神社","170-0011","東京都豊島区池袋本町3-14-1","東京都/豊島区/池袋本町/三丁目/１４番","139.71114","35.74363","5","7"
"氷川神社【高田總鎭守氷川神社】","171-0033","東京都豊島区高田2-2-18","東京都/豊島区/高田/二丁目/２番","139.71416","35.71414","5","7"
"御嶽神社","171-0014","東京都豊島区池袋3-51-2","東京都/豊島区/池袋/三丁目/５１番","139.70645","35.73651","5","7"
"妙義神社","170-0003","東京都豊島区駒込3-16-16","東京都/豊島区/駒込/三丁目/１６番","139.74481","35.73817","5","7"
"王子稲荷神社","114-0021","東京都北区岸町1-12-26","東京都/北区/岸町/一丁目/１２番","139.73326","35.75652","5","7"
"王子神社【王子権現】","114-0022","東京都北区王子本町1-1-12","東京都/北区/王子本町/一丁目/１番","139.73563","35.75325","5","7"
"柏木神社","115-0043","東京都北区神谷3-55-5","東京都/北区/神谷/三丁目/５５番","139.73022","35.76983","5","7"
"香取神社","115-0055","東京都北区赤羽西2-22-7","東京都/北区/赤羽西/二丁目/２２番","139.72054","35.77122","5","7"
"紀州神社","114-0003","東京都北区豊島7-15-1","東京都/北区/豊島/七丁目/１５番","139.74480","35.76435","5","7"
"熊野神社","115-0042","東京都北区志茂4-19-1","東京都/北区/志茂/四丁目/１９番","139.73209","35.78344","5","7"
"諏訪神社","115-0052","東京都北区赤羽北3-1-2","東京都/北区/赤羽北/三丁目/１番","139.70842","35.78390","5","7"
"田端八幡神社","114-0014","東京都北区田端2-7-2","東京都/北区/田端/二丁目/７番","139.75882","35.73565","5","7"
"七社神社","114-0024","東京都北区西ヶ原2-11-1","東京都/北区/西ケ原/二丁目/１１番","139.74138","35.74836","5","7"
"白山神社","114-0004","東京都北区堀船3-11-3","東京都/北区/堀船/三丁目/１１番","139.75008","35.75433","5","7"
"八幡神社","115-0053","東京都北区赤羽台4-1-6","東京都/北区/赤羽台/四丁目/１番","139.71750","35.78294","5","7"
"八幡神社【たきのがわ八幡】","114-0023","東京都北区滝野川5-26-15","東京都/北区/滝野川/五丁目/２６番","139.72643","35.74838","5","7"
"八幡神社【上田端八幡神社】","114-0014","東京都北区田端4-18-1","東京都/北区/田端/四丁目/１８番","139.75478","35.73774","5","7"
"日枝神社","114-0014","東京都北区田端3-20-2","東京都/北区/田端/三丁目/２０番","139.75575","35.73616","5","7"
"氷川神社","115-0051","東京都北区浮間2-19-1","東京都/北区/浮間/二丁目/１９番","139.69562","35.79445","5","7"
"平塚神社","114-0016","東京都北区上中里1-47-1","東京都/北区/上中里/一丁目/４７番","139.74588","35.74577","5","7"
"船方神社【十二天さま】","114-0004","東京都北区堀船4-13-28","東京都/北区/堀船/四丁目/１３番","139.75719","35.75399","5","7"
"八雲神社","115-0041","東京都北区岩淵町22-21","東京都/北区/岩淵町/２２番","139.72493","35.78580","5","7"
"稲荷神社【清水稲荷】","174-0054","東京都板橋区宮本町54-1","東京都/板橋区/宮本町/５４番","139.70245","35.76434","5","7"
"稲荷神社","174-0065","東京都板橋区若木1-13-1","東京都/板橋区/若木/一丁目/１３番","139.67567","35.76852","5","7"
"北野神社【徳丸天神様】","175-0083","東京都板橋区徳丸6-34-3","東京都/板橋区/徳丸/六丁目/３４番","139.66034","35.77893","5","7"
"熊野神社","173-0025","東京都板橋区熊野町11-2","東京都/板橋区/熊野町/１１番","139.70645","35.74178","5","7"
"熊野神社","174-0056","東京都板橋区志村2-16-2","東京都/板橋区/志村/二丁目/１６番","139.68642","35.77558","5","7"
"熊野神社","174-0063","東京都板橋区前野町3-38-3","東京都/板橋区/前野町/三丁目/３８番","139.69324","35.77015","5","7"
"子易神社","173-0004","東京都板橋区板橋2-19-20","東京都/板橋区/板橋/二丁目/１９番","139.70885","35.74774","5","7"
"天祖神社","175-0045","東京都板橋区西台2-6-29","東京都/板橋区/西台/二丁目/６番","139.66887","35.77834","5","7"
"天祖神社【神明様】","174-0072","東京都板橋区南常盤台2-4-3","東京都/板橋区/南常盤台/二丁目/４番","139.68782","35.75835","5","7"
"氷川神社","173-0013","東京都板橋区氷川町21-8","東京都/板橋区/氷川町/２１番","139.70682","35.75647","5","7"
"氷川神社","173-0011","東京都板橋区双葉町43-1","東京都/板橋区/双葉町/４３番","139.70128","35.75905","5","7"
"氷川神社","174-0074","東京都板橋区東新町2-16-1","東京都/板橋区/東新町/二丁目/１６番","139.68251","35.75453","5","7"
"氷川神社","175-0092","東京都板橋区赤塚4-22-1","東京都/板橋区/赤塚/四丁目/２２番","139.63977","35.78539","5","7"
"御嶽神社【石神井の御嶽様】","177-0042","東京都練馬区下石神井4-34-9","東京都/練馬区/下石神井/四丁目/３４番","139.60042","35.72885","5","7"
"北野神社","178-0063","東京都練馬区東大泉4-25-4","東京都/練馬区/東大泉/四丁目/２５番","139.58392","35.75219","5","7"
"竹下稲荷神社","177-0053","東京都練馬区関町南2-3-22","東京都/練馬区/関町南/二丁目/３番","139.58794","35.72021","5","7"
"天祖若宮八幡宮","177-0051","東京都練馬区関町北3-34-32","東京都/練馬区/関町北/三丁目/３４番","139.57072","35.72652","5","7"
"土支田八幡宮","179-0076","東京都練馬区土支田4-28-1","東京都/練馬区/土支田/四丁目/２８番","139.61287","35.76830","5","7"
"氷川神社【石神井の氷川さま】","177-0045","東京都練馬区石神井台1-18-24","東京都/練馬区/石神井台/一丁目/１８番","139.59590","35.73690","5","7"
"氷川神社","179-0084","東京都練馬区氷川台4-47-3","東京都/練馬区/氷川台/四丁目/４７番","139.66457","35.75242","5","7"
"氷川神社","176-0014","東京都練馬区豊玉南2-15-5","東京都/練馬区/豊玉南/二丁目/１５番","139.65645","35.72872","5","7"
"氷川神社","177-0033","東京都練馬区高野台1-16-7","東京都/練馬区/高野台/一丁目/１６番","139.61708","35.74472","5","7"
"氷川神社【大泉氷川神社】","178-0062","東京都練馬区大泉町5-15-5","東京都/練馬区/大泉町/五丁目/１５番","139.59465","35.75817","5","7"
"武蔵野稲荷神社","176-0006","東京都練馬区栄町10-1","東京都/練馬区/栄町/１０番","139.66913","35.73795","5","7"
"八雲神社","176-0004","東京都練馬区小竹町2-42-12","東京都/練馬区/小竹町/二丁目/４２番","139.67622","35.74321","5","7"
"石浜神社【しんめい様】","116-0003","東京都荒川区南千住3-28-58","東京都/荒川区/南千住/三丁目/２８番","139.80701","35.72975","5","7"
"胡録神社【第六天】","116-0003","東京都荒川区南千住8-5-6","東京都/荒川区/南千住/八丁目/５番","139.80527","35.73819","5","7"
"素盞雄神社【千住天王】","116-0003","東京都荒川区南千住6-60-1","東京都/荒川区/南千住/六丁目/６０番","139.79617","35.73726","5","7"
"諏方神社【おすわさま】","116-0013","東京都荒川区西日暮里3-4-8","東京都/荒川区/西日暮里/三丁目/４番","139.76703","35.73102","5","7"
"八幡神社【おぐはちまん】","116-0011","東京都荒川区西尾久3-7-3","東京都/荒川区/西尾久/三丁目/７番","139.76492","35.75043","5","7"
"青渭神社【おそうがく様】","198-0172","東京都青梅市沢井3-1060","東京都/青梅市/沢井/三丁目","139.18094","35.81705","5","6"
"鹿島玉川神社","198-0052","東京都青梅市長渕2-519","東京都/青梅市/長淵/二丁目/５１９番地","139.27162","35.77765","5","7"
"春日神社【かすがさま】","198-0032","東京都青梅市野上町1-38","東京都/青梅市/野上町/一丁目/３８番地","139.28532","35.79671","5","7"
"勝沼神社【神明様】","198-0041","東京都青梅市勝沼3-140","東京都/青梅市/勝沼/三丁目/１４０番地","139.26582","35.79197","5","7"
"白鬚神社【しらひげ様】","198-0003","東京都青梅市小曽木2-888","東京都/青梅市/小曾木/二丁目","139.28627","35.81150","5","6"
"住吉神社","198-0084","東京都青梅市住江町12","東京都/青梅市/住江町/１２番地","139.26132","35.78960","5","7"
"千ヶ瀬神社","198-0043","東京都青梅市千ヶ瀬町2-117","東京都/青梅市/千ヶ瀬町/二丁目/１１７番地","139.27585","35.78658","5","7"
"成木神社","198-0001","東京都青梅市成木3-207","東京都/青梅市/成木/三丁目/２０７番地","139.26570","35.83120","5","7"
"御嶽神社","198-0024","東京都青梅市新町2-28-26","東京都/青梅市/新町/二丁目/２８番","139.29919","35.79119","5","7"
"八坂神社【おてんのうさま】","198-0003","東京都青梅市小曽木3-1629-2","東京都/青梅市/小曾木/三丁目","139.27342","35.81716","5","6"
"和田乃神社","198-0046","東京都青梅市日向和田2-317","東京都/青梅市/日向和田/二丁目/３１７番地","139.23611","35.78622","5","7"
"小河内神社","198-0224","東京都西多摩郡奥多摩町河内149","東京都/西多摩郡/奥多摩町/河内","139.02251","35.74968","5","5"
"熊野神社","198-0105","東京都西多摩郡奥多摩町小丹波473","東京都/西多摩郡/奥多摩町/小丹波","139.14850","35.81846","5","5"
"天祖神社","198-0211","東京都西多摩郡奥多摩町日原1030","東京都/西多摩郡/奥多摩町/日原","139.01392","35.85801","5","5"
"八雲神社","198-0102","東京都西多摩郡奥多摩町川井717","東京都/西多摩郡/奥多摩町/川井","139.16562","35.81798","5","5"
"阿豆佐味天神社","190-1212","東京都西多摩郡瑞穂町殿ヶ谷宮前1008","東京都/西多摩郡/瑞穂町/殿ケ谷","139.35870","35.76109","5","5"
"狭山神社","190-1221","東京都西多摩郡瑞穂町箱根ケ崎1","東京都/西多摩郡/瑞穂町/箱根ケ崎/１番地","139.35097","35.77685","5","7"
"元狭山神社","190-1202","東京都西多摩郡瑞穂町駒形富士山609","東京都/西多摩郡/瑞穂町/駒形富士山/６０９番地","139.35394","35.78840","5","7"
"阿蘇神社","205-0016","東京都羽村市羽加美4-6-7","東京都/羽村市/羽加美/四丁目/６番","139.29826","35.76275","5","7"
"玉川神社【おすわさま】","205-0015","東京都羽村市羽中4-1-16","東京都/羽村市/羽中/四丁目/１番","139.30362","35.76087","5","7"
"熊川神社","197-0003","東京都福生市熊川660","東京都/福生市/熊川/６６０番地","139.33401","35.72325","5","7"
"福生神明社","197-0011","東京都福生市福生1081","東京都/福生市/福生/１０８１番地","139.32364","35.74416","5","7"
"秋川神明社【山王さま】","197-0826","東京都あきる野市牛沼字東竜ケ崎88","東京都/あきる野市/牛沼","139.28755","35.71844","5","5"
